,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
UST/USD,[],[],2022-08-02 22:19:52.975,3225972,UST,USD,67.9,,,,
XRP/USD,[],[],2022-08-02 22:19:53.052,119696569,XRP,USD,77.4,,,,
ADA/USDT,"[[0.50026, 799.1]]","[[0.50109, 598.9]]",2022-08-02 22:19:53.129,637672657,ADA,USDT,77.3,0.50026,799.1,0.50109,598.9
BNB/USDT,"[[283.9295, 3.0]]","[[284.4701, 0.8]]",2022-08-02 22:19:53.202,787084863,BNB,USDT,72.1,283.9295,3.0,284.4701,0.8
BTC/USDT,"[[23086.66, 0.006372]]","[[23094.24, 0.116958]]",2022-08-02 22:19:53.270,1254644759,BTC,USDT,68.3,23086.66,0.006372,23094.24,0.116958
BUSD/USDT,"[[0.9996, 217137.27]]","[[0.9997, 174833.92]]",2022-08-02 22:19:53.340,3777727,BUSD,USDT,70.3,0.9996,217137.27,0.9997,174833.92
ETH/USDT,"[[1649.46, 0.1819]]","[[1651.29, 0.1819]]",2022-08-02 22:19:53.423,1174680175,ETH,USDT,82.8,1649.46,0.1819,1651.29,0.1819
MANA/USDT,"[[0.971, 308.0]]","[[0.9742, 346.0]]",2022-08-02 22:19:53.490,51902967,MANA,USDT,66.7,0.971,308.0,0.9742,346.0
MATIC/USDT,"[[0.888, 5940.1]]","[[0.89, 623.9]]",2022-08-02 22:19:53.562,48487053,MATIC,USDT,72.6,0.888,5940.1,0.89,623.9
POLY/USDT,"[[0.2231, 412.9]]","[[0.2245, 1086.8]]",2022-08-02 22:19:53.639,4304986,POLY,USDT,77.0,0.2231,412.9,0.2245,1086.8
SOL/USDT,"[[41.2036, 12.13]]","[[41.2295, 24.25]]",2022-08-02 22:19:53.711,552730883,SOL,USDT,71.8,41.2036,12.13,41.2295,24.25
TRX/USDT,"[[0.06849, 4375.5]]","[[0.06865, 4373.2]]",2022-08-02 22:19:53.780,16853010,TRX,USDT,69.2,0.06849,4375.5,0.06865,4373.2
USDC/USDT,"[[0.9997, 347189.0]]","[[0.9998, 187957.0]]",2022-08-02 22:19:53.851,1312168,USDC,USDT,70.5,0.9997,347189.0,0.9998,187957.0
UST/USDT,[],[],2022-08-02 22:19:53.921,1960270,UST,USDT,69.9,,,,
XRP/USDT,[],[],2022-08-02 22:19:53.990,100846158,XRP,USDT,69.6,,,,
ADA/BTC,"[[2.165e-05, 6295.0]]","[[2.171e-05, 833.0]]",2022-08-02 22:19:54.072,124221680,ADA,BTC,81.8,2.165e-05,6295.0,2.171e-05,833.0
BNB/BTC,"[[0.0123048, 0.01]]","[[0.0123202, 5.29]]",2022-08-02 22:19:54.143,247641239,BNB,BTC,70.9,0.0123048,0.01,0.0123202,5.29
ETH/BTC,"[[0.071461, 1.791]]","[[0.071491, 0.002]]",2022-08-02 22:19:54.222,401594096,ETH,BTC,78.9,0.071461,1.791,0.071491,0.002
MANA/BTC,"[[4.204e-05, 300.0]]","[[4.216e-05, 497.0]]",2022-08-02 22:19:54.297,14672307,MANA,BTC,74.7,4.204e-05,300.0,4.216e-05,497.0
MATIC/BTC,"[[3.847e-05, 779.0]]","[[3.851e-05, 315.0]]",2022-08-02 22:19:54.372,16633035,MATIC,BTC,75.5,3.847e-05,779.0,3.851e-05,315.0
POLY/BTC,"[[9.66e-06, 1408.0]]","[[9.72e-06, 1208.0]]",2022-08-02 22:19:54.455,2909737,POLY,BTC,82.5,9.66e-06,1408.0,9.72e-06,1208.0
SOL/BTC,"[[0.001784, 12.12]]","[[0.0017861, 12.12]]",2022-08-02 22:19:54.525,57822347,SOL,BTC,70.6,0.001784,12.12,0.0017861,12.12
TRX/BTC,"[[2.96e-06, 758694.0]]","[[2.98e-06, 199615.0]]",2022-08-02 22:19:54.598,1894909,TRX,BTC,72.8,2.96e-06,758694.0,2.98e-06,199615.0
XRP/BTC,[],[],2022-08-02 22:19:54.675,48000651,XRP,BTC,76.8,,,,
ADA/BUSD,"[[0.5, 1052.1]]","[[0.502, 23133.2]]",2022-08-02 22:19:54.747,9602849,ADA,BUSD,72.2,0.5,1052.1,0.502,23133.2
BNB/BUSD,"[[283.9583, 0.5]]","[[284.3441, 1.81]]",2022-08-02 22:19:54.830,213196065,BNB,BUSD,83.1,283.9583,0.5,284.3441,1.81
BTC/BUSD,"[[23082.29, 0.021655]]","[[23103.5, 0.021648]]",2022-08-02 22:19:54.911,576127717,BTC,BUSD,81.1,23082.29,0.021655,23103.5,0.021648
ETH/BUSD,"[[1649.42, 6.05974]]","[[1651.51, 1.5143]]",2022-08-02 22:19:55.002,432413066,ETH,BUSD,90.2,1649.42,6.05974,1651.51,1.5143
MANA/BUSD,"[[0.9715, 308.0]]","[[0.9744, 268.0]]",2022-08-02 22:19:55.079,26926871,MANA,BUSD,77.0,0.9715,308.0,0.9744,268.0
MATIC/BUSD,"[[0.88832, 150.0]]","[[0.89015, 660.9]]",2022-08-02 22:19:55.153,349382089,MATIC,BUSD,74.6,0.88832,150.0,0.89015,660.9
POLY/BUSD,"[[0.223, 910.7]]","[[0.2246, 1433.3]]",2022-08-02 22:19:55.233,4002219,POLY,BUSD,79.7,0.223,910.7,0.2246,1433.3
SOL/BUSD,"[[41.17, 8.82]]","[[41.29, 50.58]]",2022-08-02 22:19:55.305,41147112,SOL,BUSD,72.0,41.17,8.82,41.29,50.58
TRX/BUSD,"[[0.06849, 72036.3]]","[[0.06863, 9443.4]]",2022-08-02 22:19:55.386,11048871,TRX,BUSD,80.7,0.06849,72036.3,0.06863,9443.4
USDC/BUSD,"[[1.0, 305146.29]]","[[1.0001, 289328.69]]",2022-08-02 22:19:55.465,645672,USDC,BUSD,79.2,1.0,305146.29,1.0001,289328.69
XRP/BUSD,[],[],2022-08-02 22:19:55.544,28045681,XRP,BUSD,79.3,,,,
BTC/USDC,"[[23085.28, 0.757796]]","[[23098.22, 0.433048]]",2022-08-02 22:19:55.622,275631493,BTC,USDC,78.2,23085.28,0.757796,23098.22,0.433048
ETH/USDC,"[[1649.57, 4.5447]]","[[1650.44, 0.1711]]",2022-08-02 22:19:55.698,99442361,ETH,USDC,75.3,1649.57,4.5447,1650.44,0.1711
BTC/UST,[],[],2022-08-02 22:19:55.768,2296799,BTC,UST,70.4,,,,
