,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USDT,"[[0.44867, 550.0]]","[[0.44898, 331.7]]",2022-07-05 15:51:32.157,606008015,ADA,USDT,66.3,0.44867,550.0,0.44898,331.7
BNB/USDT,"[[224.601, 1.3]]","[[224.7778, 1.4]]",2022-07-05 15:51:32.226,764050042,BNB,USDT,68.6,224.601,1.3,224.7778,1.4
BTC/USDT,"[[19490.55, 0.085]]","[[19495.5, 4e-06]]",2022-07-05 15:51:32.291,1165190400,BTC,USDT,65.7,19490.55,0.085,19495.5,4e-06
BUSD/USDT,"[[1.001, 130886.98]]","[[1.0015, 261974.0]]",2022-07-05 15:51:32.358,3608541,BUSD,USDT,66.2,1.001,130886.98,1.0015,261974.0
ETH/USDT,"[[1090.63, 0.9]]","[[1091.65, 6.93183]]",2022-07-05 15:51:32.422,1075572938,ETH,USDT,64.3,1090.63,0.9,1091.65,6.93183
MANA/USDT,"[[0.8473, 226.0]]","[[0.8488, 35.0]]",2022-07-05 15:51:32.492,47055352,MANA,USDT,70.4,0.8473,226.0,0.8488,35.0
MATIC/USDT,"[[0.495, 1319.5]]","[[0.497, 8077.7]]",2022-07-05 15:51:32.561,41497670,MATIC,USDT,68.4,0.495,1319.5,0.497,8077.7
POLY/USDT,"[[0.1892, 1160.5]]","[[0.1901, 1169.4]]",2022-07-05 15:51:32.627,3643548,POLY,USDT,66.1,0.1892,1160.5,0.1901,1169.4
SOL/USDT,"[[33.7312, 12.0]]","[[33.7512, 0.91]]",2022-07-05 15:51:32.721,501586381,SOL,USDT,94.3,33.7312,12.0,33.7512,0.91
TRX/USDT,"[[0.06693, 4481.7]]","[[0.0671, 4482.5]]",2022-07-05 15:51:32.791,14724692,TRX,USDT,70.2,0.06693,4481.7,0.0671,4482.5
USDC/USDT,"[[1.001, 199962.0]]","[[1.0016, 376241.0]]",2022-07-05 15:51:32.860,1226141,USDC,USDT,68.3,1.001,199962.0,1.0016,376241.0
UST/USDT,[],[],2022-07-05 15:51:32.928,1960270,UST,USDT,68.0,,,,
XRP/USDT,[],[],2022-07-05 15:51:32.994,100846158,XRP,USDT,66.4,,,,
ADA/BTC,"[[2.3e-05, 1076.0]]","[[2.306e-05, 807.0]]",2022-07-05 15:51:33.060,122121722,ADA,BTC,66.0,2.3e-05,1076.0,2.306e-05,807.0
BNB/BTC,"[[0.0115178, 0.01]]","[[0.0115291, 0.08]]",2022-07-05 15:51:33.129,243625711,BNB,BTC,68.3,0.0115178,0.01,0.0115291,0.08
ETH/BTC,"[[0.055963, 0.32]]","[[0.055993, 0.32]]",2022-07-05 15:51:33.194,377776371,ETH,BTC,65.9,0.055963,0.32,0.055993,0.32
MANA/BTC,"[[4.347e-05, 279.0]]","[[4.355e-05, 291.0]]",2022-07-05 15:51:33.261,13382708,MANA,BTC,66.5,4.347e-05,279.0,4.355e-05,291.0
MATIC/BTC,"[[2.541e-05, 518.5]]","[[2.547e-05, 544.2]]",2022-07-05 15:51:33.329,13645757,MATIC,BTC,68.2,2.541e-05,518.5,2.547e-05,544.2
POLY/BTC,"[[9.7e-06, 915.0]]","[[9.74e-06, 1063.0]]",2022-07-05 15:51:33.398,2420915,POLY,BTC,68.7,9.7e-06,915.0,9.74e-06,1063.0
SOL/BTC,"[[0.0017282, 19.53]]","[[0.0017298, 0.18]]",2022-07-05 15:51:33.464,49648701,SOL,BTC,66.3,0.0017282,19.53,0.0017298,0.18
TRX/BTC,"[[3.43e-06, 4492.0]]","[[3.45e-06, 37979.0]]",2022-07-05 15:51:33.533,1580390,TRX,BTC,68.4,3.43e-06,4492.0,3.45e-06,37979.0
XRP/BTC,[],[],2022-07-05 15:51:33.600,48000651,XRP,BTC,67.7,,,,
ADA/BUSD,"[[0.448, 830.3]]","[[0.449, 11545.6]]",2022-07-05 15:51:33.669,8925792,ADA,BUSD,68.3,0.448,830.3,0.449,11545.6
BNB/BUSD,"[[224.1109, 2.28]]","[[224.5303, 57.65]]",2022-07-05 15:51:33.735,207242601,BNB,BUSD,66.0,224.1109,2.28,224.5303,57.65
BTC/BUSD,"[[19473.73, 0.027577]]","[[19495.91, 0.002053]]",2022-07-05 15:51:33.801,526508488,BTC,BUSD,66.1,19473.73,0.027577,19495.91,0.002053
ETH/BUSD,"[[1089.96, 0.45851]]","[[1091.36, 0.42]]",2022-07-05 15:51:33.868,394979128,ETH,BUSD,67.3,1089.96,0.45851,1091.36,0.42
MANA/BUSD,"[[0.8459, 286.0]]","[[0.8495, 1470.0]]",2022-07-05 15:51:33.934,24550900,MANA,BUSD,65.4,0.8459,286.0,0.8495,1470.0
MATIC/BUSD,"[[0.49513, 514.7]]","[[0.49591, 150.0]]",2022-07-05 15:51:34.000,331867641,MATIC,BUSD,66.1,0.49513,514.7,0.49591,150.0
POLY/BUSD,"[[0.1889, 1084.7]]","[[0.1898, 3749.5]]",2022-07-05 15:51:34.066,3423620,POLY,BUSD,66.3,0.1889,1084.7,0.1898,3749.5
SOL/BUSD,"[[33.65, 7.0]]","[[33.73, 1.22]]",2022-07-05 15:51:34.134,36830792,SOL,BUSD,68.0,33.65,7.0,33.73,1.22
TRX/BUSD,"[[0.06682, 4483.5]]","[[0.067, 14465.8]]",2022-07-05 15:51:34.201,9530299,TRX,BUSD,66.3,0.06682,4483.5,0.067,14465.8
USDC/BUSD,"[[0.9998, 61930.52]]","[[1.0, 178692.97]]",2022-07-05 15:51:34.269,637688,USDC,BUSD,68.3,0.9998,61930.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:51:34.335,28045681,XRP,BUSD,66.1,,,,
BTC/USDC,"[[19476.46, 0.035]]","[[19491.47, 0.035]]",2022-07-05 15:51:34.401,232645029,BTC,USDC,66.2,19476.46,0.035,19491.47,0.035
ETH/USDC,"[[1089.52, 0.415]]","[[1091.41, 0.4585]]",2022-07-05 15:51:34.468,68100480,ETH,USDC,66.4,1089.52,0.415,1091.41,0.4585
BTC/UST,[],[],2022-07-05 15:51:34.534,2296799,BTC,UST,65.9,,,,
