,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[22990.26, 0.03]]","[[22994.61, 0.010105]]",2022-07-21 22:43:02.059,2266334290,BTC,USD,57.5,22990.26,0.03,22994.61,0.010105
BUSD/USD,"[[0.9999, 416333.4]]","[[1.0, 405730.05]]",2022-07-21 22:43:02.121,10595741,BUSD,USD,61.7,0.9999,416333.4,1.0,405730.05
ETH/USD,"[[1572.26, 1.61]]","[[1572.66, 1.15]]",2022-07-21 22:43:02.185,1942184733,ETH,USD,64.0,1572.26,1.61,1572.66,1.15
USDC/USD,"[[0.9999, 295868.14]]","[[1.0, 246270.99]]",2022-07-21 22:43:02.247,23202678,USDC,USD,62.0,0.9999,295868.14,1.0,246270.99
USDT/USD,"[[1.0, 71147.51]]","[[1.0002, 29594.43]]",2022-07-21 22:43:02.307,65710117,USDT,USD,59.8,1.0,71147.51,1.0002,29594.43
UST/USD,[],[],2022-07-21 22:43:02.371,3225972,UST,USD,64.1,,,,
BTC/USDT,"[[22985.31, 0.111223]]","[[22994.54, 0.097893]]",2022-07-21 22:43:02.431,1232246319,BTC,USDT,59.9,22985.31,0.111223,22994.54,0.097893
BUSD/USDT,"[[0.9999, 68606.73]]","[[1.0, 222021.99]]",2022-07-21 22:43:02.492,3684970,BUSD,USDT,61.2,0.9999,68606.73,1.0,222021.99
ETH/USDT,"[[1572.06, 0.75]]","[[1573.03, 0.75]]",2022-07-21 22:43:02.553,1146729433,ETH,USDT,60.4,1572.06,0.75,1573.03,0.75
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:43:02.612,1270289,USDC,USDT,59.8,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:43:02.684,1960270,UST,USDT,71.8,,,,
ETH/BTC,"[[0.068377, 0.23]]","[[0.068397, 0.23]]",2022-07-21 22:43:02.790,390874581,ETH,BTC,105.7,0.068377,0.23,0.068397,0.23
BTC/BUSD,"[[22985.56, 0.0365]]","[[22997.64, 0.0365]]",2022-07-21 22:43:02.852,567206584,BTC,BUSD,62.0,22985.56,0.0365,22997.64,0.0365
ETH/BUSD,"[[1572.0, 0.31796]]","[[1573.99, 0.225]]",2022-07-21 22:43:02.911,417835928,ETH,BUSD,59.4,1572.0,0.31796,1573.99,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:43:02.993,642384,USDC,BUSD,81.7,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[22981.48, 0.021748]]","[[22985.01, 0.044]]",2022-07-21 22:43:03.053,263826066,BTC,USDC,59.6,22981.48,0.021748,22985.01,0.044
ETH/USDC,"[[1571.03, 0.3143]]","[[1573.19, 0.0445]]",2022-07-21 22:43:03.113,85860953,ETH,USDC,60.7,1571.03,0.3143,1573.19,0.0445
BTC/UST,[],[],2022-07-21 22:43:03.180,2296799,BTC,UST,66.7,,,,
