,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5014, 2139.4]]","[[0.5017, 3346.4]]",2022-08-02 22:43:44.477,1063663322,ADA,USD,76.6,0.5014,2139.4,0.5017,3346.4
BNB/USD,"[[285.0637, 1.95]]","[[285.1909, 1.227]]",2022-08-02 22:43:44.545,1427851794,BNB,USD,68.3,285.0637,1.95,285.1909,1.227
BTC/USD,"[[23118.08, 0.205]]","[[23123.83, 0.205]]",2022-08-02 22:43:44.615,2331167474,BTC,USD,70.0,23118.08,0.205,23123.83,0.205
BUSD/USD,"[[0.9999, 638023.96]]","[[1.0, 246524.68]]",2022-08-02 22:43:44.684,10748399,BUSD,USD,68.4,0.9999,638023.96,1.0,246524.68
ETH/USD,"[[1650.62, 1.3]]","[[1650.87, 0.0738]]",2022-08-02 22:43:44.752,1995618825,ETH,USD,68.3,1650.62,1.3,1650.87,0.0738
MANA/USD,"[[0.9735, 250.0]]","[[0.9745, 250.0]]",2022-08-02 22:43:44.820,741387161,MANA,USD,68.5,0.9735,250.0,0.9745,250.0
MATIC/USD,"[[0.8938, 1174.9]]","[[0.894, 1379.7]]",2022-08-02 22:43:44.896,1112397776,MATIC,USD,75.2,0.8938,1174.9,0.894,1379.7
POLY/USD,"[[0.2231, 986.6]]","[[0.2249, 3462.7]]",2022-08-02 22:43:44.963,6423306,POLY,USD,67.2,0.2231,986.6,0.2249,3462.7
SOL/USD,"[[41.2947, 4.81]]","[[41.3063, 25.2]]",2022-08-02 22:43:45.032,1315744390,SOL,USD,68.7,41.2947,4.81,41.3063,25.2
TRX/USD,"[[0.0685, 770856.0]]","[[0.0687, 21188.7]]",2022-08-02 22:43:45.098,9413371,TRX,USD,66.4,0.0685,770856.0,0.0687,21188.7
USDC/USD,"[[1.0, 322478.46]]","[[1.0001, 250320.56]]",2022-08-02 22:43:45.167,23322309,USDC,USD,69.0,1.0,322478.46,1.0001,250320.56
USDT/USD,"[[1.0002, 533278.03]]","[[1.0003, 564868.58]]",2022-08-02 22:43:45.235,67592789,USDT,USD,67.4,1.0002,533278.03,1.0003,564868.58
UST/USD,[],[],2022-08-02 22:43:45.305,3225972,UST,USD,70.5,,,,
XRP/USD,[],[],2022-08-02 22:43:45.376,119696569,XRP,USD,70.7,,,,
ADA/USDT,"[[0.5012, 490.0]]","[[0.50156, 490.0]]",2022-08-02 22:43:45.444,637681333,ADA,USDT,68.0,0.5012,490.0,0.50156,490.0
BNB/USDT,"[[284.8656, 0.9]]","[[285.2246, 0.9]]",2022-08-02 22:43:45.514,787091619,BNB,USDT,70.2,284.8656,0.9,285.2246,0.9
