Date,High,Low,Open,Close,Volume,Adj Close
2019-04-01,195.89999389648438,192.85000610351562,192.99000549316406,195.63999938964844,5381400.0,182.51123046875
2019-04-02,195.5,194.02000427246094,195.5,194.30999755859375,2717800.0,181.27049255371094
2019-04-03,198.7899932861328,194.11000061035156,194.97999572753906,198.61000061035156,4581500.0,185.28192138671875
2019-04-04,200.49000549316406,198.02000427246094,199.0,200.4499969482422,3138400.0,186.99844360351562
2019-04-05,203.1300048828125,200.61000061035156,200.86000061035156,202.05999755859375,3615300.0,188.50042724609375
2019-04-08,203.7899932861328,201.24000549316406,201.3699951171875,203.5500030517578,3040900.0,189.8904571533203
2019-04-09,202.7100067138672,200.4600067138672,202.25999450683594,200.89999389648438,3721700.0,187.4182891845703
2019-04-10,201.60000610351562,198.02000427246094,201.25999450683594,199.42999267578125,3587500.0,186.04689025878906
2019-04-11,201.5,199.02999877929688,199.89999389648438,201.47999572753906,2465100.0,187.9593505859375
2019-04-12,204.25999450683594,202.1300048828125,202.1300048828125,203.85000610351562,3097900.0,190.17031860351562
2019-04-15,205.13999938964844,203.39999389648438,204.16000366210938,204.86000061035156,3049900.0,191.11253356933594
2019-04-16,205.99000549316406,204.2899932861328,205.25,204.47000122070312,3271400.0,190.7487030029297
2019-04-17,206.83999633789062,205.32000732421875,205.33999633789062,206.5500030517578,3271900.0,192.68910217285156
2019-04-18,207.77999877929688,205.10000610351562,206.02000427246094,205.66000366210938,3162500.0,191.85885620117188
2019-04-22,206.25,204.0,204.11000061035156,204.77999877929688,2593900.0,191.03787231445312
2019-04-23,207.3300018310547,203.42999267578125,205.13999938964844,206.0500030517578,3702600.0,192.22267150878906
2019-04-24,208.3000030517578,205.5399932861328,206.16000366210938,206.72000122070312,2750900.0,192.84771728515625
2019-04-25,207.72000122070312,205.05999755859375,206.00999450683594,206.5,3292100.0,192.64244079589844
2019-04-26,206.13999938964844,203.33999633789062,205.8800048828125,203.61000061035156,3560300.0,189.94639587402344
2019-04-29,203.8000030517578,200.33999633789062,203.30999755859375,202.16000366210938,3785200.0,188.59371948242188
2019-04-30,203.75,200.7899932861328,201.5500030517578,203.6999969482422,3415600.0,190.0303497314453
2019-05-01,203.52000427246094,198.66000366210938,203.1999969482422,198.8000030517578,4644700.0,185.4591827392578
2019-05-02,201.05999755859375,198.8000030517578,199.3000030517578,201.00999450683594,2810000.0,187.5208740234375
2019-05-03,202.30999755859375,200.32000732421875,202.0,200.55999755859375,3583400.0,187.10108947753906
2019-05-06,199.92999267578125,198.30999755859375,198.74000549316406,199.6300048828125,2619400.0,186.2334747314453
2019-05-07,197.64999389648438,192.9600067138672,196.75,194.77000427246094,4622100.0,181.69961547851562
2019-05-08,196.61000061035156,193.67999267578125,194.49000549316406,195.1699981689453,3122600.0,182.07276916503906
2019-05-09,195.0800018310547,191.58999633789062,193.30999755859375,194.5800018310547,2917700.0,181.5223846435547
2019-05-10,195.49000549316406,190.00999450683594,193.2100067138672,194.5800018310547,3863600.0,181.5223846435547
2019-05-13,191.66000366210938,189.13999938964844,191.0,190.33999633789062,3325900.0,177.56687927246094
2019-05-14,192.75999450683594,190.00999450683594,190.5,191.6199951171875,3663600.0,178.76101684570312
2019-05-15,192.80999755859375,190.27000427246094,190.80999755859375,191.75999450683594,3355800.0,178.8916015625
2019-05-16,194.9600067138672,192.1999969482422,192.47000122070312,192.3800048828125,3854000.0,179.46998596191406
2019-05-17,194.5,190.75,190.86000061035156,192.5800018310547,5223800.0,179.65660095214844
2019-05-20,192.86000061035156,190.61000061035156,191.1300048828125,190.9499969482422,4782800.0,178.135986328125
2019-05-21,192.52000427246094,186.33999633789062,187.1300048828125,191.4499969482422,8555600.0,178.60240173339844
2019-05-22,192.22000122070312,188.0500030517578,190.49000549316406,188.91000366210938,5706000.0,176.2328643798828
2019-05-23,192.5399932861328,186.27000427246094,188.4499969482422,192.0,7754000.0,179.11550903320312
2019-05-24,193.86000061035156,190.41000366210938,192.5399932861328,193.58999633789062,3799500.0,180.5988006591797
2019-05-28,196.47000122070312,191.35000610351562,194.3800048828125,191.5500030517578,5165800.0,178.6957244873047
2019-05-29,191.8800048828125,188.02999877929688,190.27999877929688,189.99000549316406,4569900.0,177.2404022216797
2019-05-30,192.5,190.08999633789062,190.1300048828125,191.0800018310547,3029800.0,178.2572784423828
2019-05-31,190.2899932861328,188.66000366210938,189.63999938964844,189.85000610351562,3681500.0,177.10980224609375
2019-06-03,191.8699951171875,188.75,189.52000427246094,189.57000732421875,4620200.0,176.84860229492188
2019-06-04,195.5,191.4199981689453,191.5800018310547,195.25,5118100.0,182.1474151611328
2019-06-05,196.72000122070312,193.0800018310547,194.00999450683594,196.69000244140625,3704600.0,184.77783203125
2019-06-06,197.64999389648438,194.9600067138672,196.64999389648438,197.1699981689453,3732900.0,185.228759765625
2019-06-07,199.02000427246094,196.2100067138672,197.1999969482422,197.3000030517578,3522300.0,185.35089111328125
2019-06-10,199.85000610351562,197.32000732421875,198.55999755859375,198.0500030517578,3154500.0,186.0554656982422
2019-06-11,200.83999633789062,195.83999633789062,199.02000427246094,198.00999450683594,3708500.0,186.0178985595703
2019-06-12,200.19000244140625,197.97999572753906,198.80999755859375,198.94000244140625,2551500.0,186.89157104492188
2019-06-13,202.67999267578125,199.4499969482422,199.9499969482422,202.35000610351562,3630900.0,190.09507751464844
2019-06-14,206.5,201.30999755859375,201.30999755859375,205.77000427246094,4898000.0,193.30792236328125
2019-06-17,208.7899932861328,206.0,207.0,206.97999572753906,4620500.0,194.4446563720703
2019-06-18,210.1699981689453,207.11000061035156,208.10000610351562,207.47999572753906,3891300.0,194.9143829345703
2019-06-19,208.47999572753906,205.89999389648438,207.89999389648438,207.94000244140625,3648200.0,195.34652709960938
2019-06-20,211.66000366210938,209.30999755859375,209.57000732421875,211.25,5171500.0,198.45603942871094
2019-06-21,211.99000549316406,209.0800018310547,211.25999450683594,209.38999938964844,9855000.0,196.70867919921875
2019-06-24,209.25999450683594,205.1199951171875,208.14999389648438,205.5,4943500.0,193.05426025390625
2019-06-25,207.10000610351562,204.1999969482422,206.3000030517578,204.74000549316406,3587900.0,192.34033203125
2019-06-26,207.32000732421875,204.64999389648438,205.33999633789062,206.4199981689453,3071200.0,193.9185791015625
2019-06-27,208.0,206.00999450683594,207.61000061035156,207.02000427246094,2286800.0,194.4822235107422
2019-06-28,209.0,207.38999938964844,207.77000427246094,207.97000122070312,11069000.0,195.3747100830078
2019-07-01,212.30999755859375,208.1699981689453,209.6999969482422,210.27999877929688,4097700.0,197.5447998046875
2019-07-02,210.25999450683594,208.4600067138672,210.24000549316406,210.13999938964844,3160500.0,197.4132843017578
2019-07-03,212.75,209.6999969482422,209.82000732421875,212.10000610351562,2183700.0,199.25454711914062
2019-07-05,212.1699981689453,209.72999572753906,209.97000122070312,211.4600067138672,2547800.0,198.65335083007812
2019-07-08,213.44000244140625,210.58999633789062,210.97999572753906,212.91000366210938,2705300.0,200.01547241210938
2019-07-09,213.3300018310547,211.1999969482422,211.92999267578125,212.0,2397400.0,199.16062927246094
2019-07-10,211.32000732421875,208.8300018310547,210.72000122070312,210.75,3457400.0,197.98631286621094
2019-07-11,214.0800018310547,211.02000427246094,212.25,214.0399932861328,3450100.0,201.07708740234375
2019-07-12,218.25,214.61000061035156,215.0,218.22999572753906,4429800.0,205.0133056640625
2019-07-15,219.3000030517578,216.80999755859375,218.9499969482422,218.6999969482422,3141300.0,205.45484924316406
2019-07-16,218.35000610351562,216.72999572753906,217.3000030517578,217.25999450683594,2657400.0,204.10205078125
2019-07-17,217.5800018310547,215.61000061035156,216.72999572753906,215.61000061035156,3037300.0,202.55198669433594
2019-07-18,216.22999572753906,213.00999450683594,215.5,214.44000244140625,3068000.0,201.4528350830078
2019-07-19,215.22999572753906,212.92999267578125,214.6699981689453,213.0399932861328,3254800.0,200.13760375976562
2019-07-22,213.25999450683594,210.3800048828125,213.0,211.27000427246094,2764900.0,198.4748077392578
