Date,High,Low,Open,Close,Volume,Adj Close
2019-04-01,112.04000091552734,110.08000183105469,110.29000091552734,111.69999694824219,5125100.0,107.07736206054688
2019-04-02,111.45999908447266,110.37000274658203,111.20999908447266,111.0,3568900.0,106.40634155273438
2019-04-03,112.0,110.3499984741211,111.81999969482422,110.55999755859375,3719700.0,105.98453521728516
2019-04-04,110.48999786376953,109.5,110.33000183105469,110.12000274658203,3619600.0,105.93645477294922
2019-04-05,111.20999908447266,110.44000244140625,110.4800033569336,110.95999908447266,4553700.0,106.7445297241211
2019-04-08,110.8499984741211,109.91999816894531,110.62000274658203,110.69999694824219,4776600.0,106.49442291259766
2019-04-09,110.30999755859375,109.48999786376953,110.01000213623047,109.8499984741211,2869300.0,105.67672729492188
2019-04-10,110.4800033569336,109.5199966430664,110.4800033569336,110.16000366210938,2650100.0,105.97493743896484
2019-04-11,110.83000183105469,109.41999816894531,110.51000213623047,109.8499984741211,2320600.0,105.67672729492188
2019-04-12,111.55000305175781,110.44999694824219,110.81999969482422,110.91000366210938,2316900.0,106.69644927978516
2019-04-15,110.97000122070312,110.25,110.91999816894531,110.52999877929688,2285000.0,106.33088684082031
2019-04-16,112.02999877929688,110.94000244140625,111.08999633789062,111.87999725341797,2523400.0,107.62958526611328
2019-04-17,112.5,111.25,112.30999755859375,111.76000213623047,3799900.0,107.51414489746094
2019-04-18,114.13999938964844,111.31999969482422,112.25,113.66999816894531,6186800.0,109.3515853881836
2019-04-22,113.4000015258789,112.2300033569336,112.5999984741211,112.33000183105469,3174400.0,108.06248474121094
2019-04-23,114.04000091552734,111.9000015258789,112.19000244140625,113.97000122070312,3342800.0,109.64019775390625
2019-04-24,114.36000061035156,113.41999816894531,113.76000213623047,114.0199966430664,2318400.0,109.68827819824219
2019-04-25,116.5,114.75,115.2300033569336,115.87999725341797,4595200.0,111.47762298583984
2019-04-26,117.7300033569336,116.0999984741211,116.58999633789062,117.5999984741211,2990600.0,113.13227844238281
2019-04-29,117.69999694824219,116.55000305175781,117.23999786376953,116.76000213623047,3096200.0,112.3241958618164
2019-04-30,117.3499984741211,116.0999984741211,117.05000305175781,117.2300033569336,2387900.0,112.7763442993164
2019-05-01,117.98999786376953,116.93000030517578,117.47000122070312,117.0199966430664,2450500.0,112.5743179321289
2019-05-02,117.6500015258789,116.68000030517578,117.0,117.25,2538700.0,112.79557800292969
2019-05-03,119.66000366210938,117.62999725341797,117.91000366210938,119.3499984741211,2856200.0,114.81578826904297
2019-05-06,119.61000061035156,117.05000305175781,117.26000213623047,119.33999633789062,2924500.0,114.8061752319336
2019-05-07,119.41000366210938,117.6500015258789,118.37000274658203,118.22000122070312,6282300.0,113.72872924804688
2019-05-08,118.11000061035156,116.81999969482422,117.83000183105469,117.48999786376953,4037500.0,113.02645874023438
2019-05-09,117.29000091552734,115.37999725341797,116.1500015258789,117.26000213623047,3219600.0,112.80520629882812
2019-05-10,118.93000030517578,116.20999908447266,116.86000061035156,118.45999908447266,2435100.0,113.9596176147461
2019-05-13,116.88999938964844,115.62000274658203,116.41999816894531,115.9000015258789,3710600.0,111.49686431884766
2019-05-14,117.7300033569336,115.7699966430664,115.9800033569336,117.01000213623047,2460700.0,112.56470489501953
2019-05-15,118.2300033569336,115.9000015258789,116.18000030517578,117.66000366210938,2711400.0,113.19000244140625
2019-05-16,120.3499984741211,117.7699966430664,117.7699966430664,119.83999633789062,4143500.0,115.28717803955078
2019-05-17,119.58999633789062,118.51000213623047,118.5999984741211,119.06999969482422,5273600.0,114.54644012451172
2019-05-20,120.31999969482422,118.62000274658203,118.83000183105469,119.83999633789062,2765600.0,115.28717803955078
